"id_empleado","nombre","apellido","puesto","salario","id_sucursal","fecha_contratacion"
"4711","Nayara","Fajardo","Cajero Part-Time","522.00","48","2015-04-08"
"4712","Gala","Gimeno","Encargado de almacén","2329.87","48","2022-06-03"
"4713","Hector","Garcia","Reponedor Part-Time","522.00","48","2022-06-11"
"4714","Fulgencio","Rueda","Encargado de almacén","2000.10","48","2020-07-14"
"4715","Eutimio","Barranco","Reponedor","1562.73","48","2015-05-20"
"4716","Ildefonso","Ferrando","Reponedor Part-Time","522.00","48","2023-11-06"
"4717","Pilar","Doménech","Encargado de cajas","2048.65","48","2022-08-03"
"4718","Ámbar","Duran","Auxiliar de Servicios","1622.90","48","2023-10-27"
"4719","Jennifer","Noriega","Cajero Part-Time","522.00","48","2017-08-27"
"4720","Roberto","Vendrell","Auxiliar de Servicios","1779.83","48","2017-01-25"
"4721","Manuelita","Barbero","Asistente de recursos humanos","2702.42","48","2020-07-31"
"4722","Mirta","Sanchez","Auxiliar de Servicios Part-Time","522.00","48","2018-08-20"
"4723","Pelayo","Montaña","Reponedor","1318.09","48","2023-12-22"
"4724","Olivia","Salgado","Cajero","1426.74","48","2017-09-01"
"4725","Benito","Villaverde","Auxiliar de Servicios","1474.61","48","2023-11-21"
"4726","Juan Antonio","Uriarte","Cajero Part-Time","522.00","48","2020-01-02"
"4727","Manolo","Montero","Encargado de almacén","2081.82","48","2022-08-17"
"4728","Mauricio","Cordero","Auxiliar de Servicios","1535.47","48","2025-01-20"
"4729","Evangelina","Botella","Cajero","1648.04","48","2022-03-04"
"4730","Ildefonso","Gomez","Auxiliar de Servicios","1344.43","48","2018-11-10"
"4731","Bonifacio","Menéndez","Auxiliar de Servicios","1279.29","48","2022-06-20"
"4732","Tecla","Gargallo","Cajero","1293.62","48","2017-03-10"
"4733","Evangelina","Ayuso","Supervisor de tienda","3037.20","48","2016-05-28"
"4734","Hugo","Acosta","Auxiliar de Servicios","1631.17","48","2024-10-09"
"4735","Violeta","Iborra","Encargado de almacén","1922.86","48","2023-11-09"
"4736","Tristán","Novoa","Encargado de almacén","2160.85","48","2023-07-22"
"4737","Remedios","Bello","Cajero Part-Time","522.00","48","2019-03-06"
"4738","Quirino","Terrón","Asistente de recursos humanos","2733.07","48","2022-08-08"
"4739","José Luis","Guillén","Encargado de cajas","2372.32","48","2019-01-23"
"4740","Cesar","Berenguer","Auxiliar de Servicios Part-Time","522.00","48","2021-11-07"
"4741","Sarita","Andrés","Encargado de cajas","2324.35","48","2024-06-05"
"4742","Tristán","Alberola","Asistente de recursos humanos","2174.40","48","2015-08-24"
"4743","Asunción","Salinas","Reponedor","1370.95","48","2016-06-11"
"4744","Yago","Gil","Gerente de tienda","4402.65","48","2019-09-04"
"4745","Damián","Guerrero","Asistente de recursos humanos","2845.46","48","2017-06-11"
"4746","Álvaro","Mayoral","Cajero Part-Time","522.00","48","2021-11-07"
"4747","Josep","Carretero","Auxiliar de Servicios Part-Time","522.00","48","2016-11-28"
"4748","Valero","López","Cajero","1307.48","48","2016-05-26"
"4749","Nerea","Barrera","Reponedor","1525.21","48","2017-11-01"
"4750","Nicodemo","Collado","Asistente de recursos humanos","2539.36","48","2016-09-08"
"4751","Custodia","Hoyos","Cajero","1449.04","48","2024-06-09"
"4752","Albano","Solís","Cajero","1242.66","48","2015-09-26"
"4753","Adelina","Diez","Cajero","1428.60","48","2021-05-29"
"4754","Rufino","Sarabia","Auxiliar de Servicios","1511.24","48","2023-03-21"
"4755","Guillermo","Quiroga","Auxiliar de Servicios Part-Time","522.00","48","2017-04-17"
"4756","Mercedes","Barco","Cajero Part-Time","522.00","48","2022-04-02"
"4757","Carlota","Múñiz","Cajero","1371.03","48","2022-04-29"
"4758","Coral","Valentín","Cajero Part-Time","522.00","48","2018-11-06"
"4759","Marta","Cazorla","Cajero","1402.86","48","2025-02-23"
"4760","Primitivo","Torres","Reponedor Part-Time","522.00","48","2018-06-28"
"4761","Eleuterio","Yáñez","Auxiliar de Servicios","1308.36","48","2023-06-22"
"4762","Pacífica","Pinto","Asistente de recursos humanos","2267.35","48","2023-03-30"
"4763","Alberto","Pellicer","Asistente de recursos humanos","2371.83","48","2022-08-02"
"4764","Ema","Catalá","Encargado de cajas","2356.91","48","2022-01-08"
"4765","Valentina","Luna","Encargado de cajas","2312.40","48","2020-04-26"
"4766","Mateo","Galindo","Reponedor","1376.38","48","2019-06-27"
"4767","Paco","Frías","Encargado de cajas","1934.95","48","2019-05-24"
"4768","Paola","Bartolomé","Encargado de almacén","2311.88","48","2017-05-11"
"4769","Cintia","Aparicio","Auxiliar de Servicios Part-Time","522.00","48","2015-05-04"
"4770","Ámbar","Narváez","Encargado de almacén","2271.50","48","2015-04-03"
"4771","Xiomara","Rueda","Encargado de almacén","1918.92","49","2018-06-14"
"4772","Elpidio","Colom","Reponedor","1591.21","49","2020-09-15"
"4773","Úrsula","Artigas","Cajero Part-Time","522.00","49","2016-10-01"
"4774","Pelayo","Nicolau","Cajero Part-Time","522.00","49","2020-01-16"
"4775","Ariel","Vicente","Reponedor","1280.16","49","2015-05-03"
"4776","Brígida","Bustos","Asistente de recursos humanos","2009.99","49","2017-04-17"
"4777","Tamara","Nebot","Asistente de recursos humanos","2379.30","49","2017-10-26"
"4778","Paz","Báez","Supervisor de tienda","2958.40","49","2017-10-24"
"4779","Aránzazu","Salas","Encargado de cajas","1866.94","49","2020-01-15"
"4780","Gonzalo","Manzano","Auxiliar de Servicios Part-Time","522.00","49","2022-01-24"
"4781","Amando","Arco","Encargado de cajas","2225.95","49","2020-04-29"
"4782","Marisol","Badía","Asistente de recursos humanos","2900.77","49","2015-06-19"
"4783","Úrsula","Barbero","Reponedor Part-Time","522.00","49","2016-06-18"
"4784","Fito","Giménez","Auxiliar de Servicios","1435.46","49","2015-07-05"
"4785","Celestino","Expósito","Encargado de cajas","2305.47","49","2019-05-26"
"4786","Elpidio","Belmonte","Encargado de cajas","1892.06","49","2022-02-17"
"4787","Rufina","Casado","Auxiliar de Servicios","1599.59","49","2019-02-05"
"4788","Marcial","Montalbán","Auxiliar de Servicios","1396.29","49","2015-10-01"
"4789","Fabiana","Ramis","Asistente de recursos humanos","2160.00","49","2022-12-27"
"4790","Eric","Castelló","Reponedor","1654.15","49","2019-06-29"
"4791","Aníbal","Alcalá","Encargado de almacén","2318.94","49","2017-03-12"
"4792","Alma","Lago","Encargado de cajas","2365.36","49","2021-05-13"
"4793","Eliana","Morante","Reponedor","1210.73","49","2019-04-04"
"4794","Luciana","Villegas","Cajero Part-Time","522.00","49","2018-04-05"
"4795","Bernardita","Salmerón","Cajero","1407.56","49","2016-05-16"
"4796","Montserrat","Alvarado","Auxiliar de Servicios","1380.79","49","2016-05-17"
"4797","Haroldo","Luís","Encargado de almacén","2262.86","49","2015-09-11"
"4798","Abraham","Rodrigo","Encargado de cajas","2425.95","49","2023-08-23"
"4799","Florencia","Adán","Asistente de recursos humanos","2159.86","49","2024-09-09"
"4800","Valentín","Luís","Cajero","1531.78","49","2016-07-05"
"4801","Ruperta","Soler","Cajero","1446.98","49","2024-03-20"
"4802","Adrián","Amador","Reponedor Part-Time","522.00","49","2024-01-19"
"4803","Aitor","Murillo","Reponedor","1531.49","49","2021-02-11"
"4804","Armando","Belmonte","Reponedor","1343.70","49","2017-04-30"
"4805","María Dolores","Sabater","Cajero","1511.94","49","2019-11-16"
"4806","Isabela","Herranz","Auxiliar de Servicios","1712.99","49","2016-07-25"
"4807","Emelina","Otero","Encargado de almacén","2432.91","49","2023-03-27"
"4808","Mireia","Piñeiro","Gerente de tienda","4684.83","49","2018-03-23"
"4809","Gerónimo","Sedano","Auxiliar de Servicios","1515.42","49","2021-07-12"
"4810","Carmelo","Bustos","Cajero","1275.52","49","2015-06-22"
"4811","Abril","Franco","Encargado de almacén","2272.64","49","2024-06-10"
"4812","Arturo","Calderon","Reponedor","1283.25","49","2020-11-28"
"4813","Urbano","Guillen","Gerente de tienda","5091.68","49","2025-03-06"
"4814","Nerea","Ropero","Auxiliar de Servicios","1377.33","49","2021-01-24"
"4815","Ana Belén","Nebot","Encargado de almacén","2476.68","49","2018-05-18"
"4816","Artemio","Espada","Encargado de cajas","1836.13","49","2017-02-20"
"4817","Olalla","Montero","Encargado de almacén","1977.17","49","2017-12-02"
"4818","Anastasio","Rico","Asistente de recursos humanos","2365.87","49","2016-09-13"
"4819","Dalila","Arribas","Asistente de recursos humanos","2799.18","49","2015-09-08"
"4820","Mireia","Roura","Cajero","1389.86","49","2015-12-31"
"4821","Amor","Núñez","Encargado de almacén","2359.79","49","2019-04-04"
"4822","Narciso","Grau","Encargado de cajas","1875.84","49","2016-06-20"
"4823","Vasco","Mendoza","Reponedor","1445.48","49","2015-11-19"
"4824","María Teresa","Olivera","Cajero","1256.35","49","2023-04-17"
"4825","Joaquín","Casas","Reponedor Part-Time","522.00","49","2021-07-02"
"4826","Selena","Montesinos","Auxiliar de Servicios Part-Time","522.00","49","2023-06-24"
"4827","Prudencio","Verdugo","Encargado de almacén","2469.84","49","2018-02-16"
"4828","Ricarda","Arias","Reponedor","1449.88","49","2024-01-27"
"4829","Tomás","Valderrama","Reponedor","1560.74","49","2023-12-21"
"4830","Roxana","Mínguez","Reponedor","1270.90","49","2024-10-03"
"4831","Martina","Blazquez","Reponedor Part-Time","522.00","49","2018-02-05"
"4832","Azahar","Sanz","Encargado de cajas","2346.98","49","2019-02-20"
"4833","Mar","Reina","Encargado de cajas","2197.82","49","2015-07-01"
"4834","Bonifacio","Ávila","Reponedor Part-Time","522.00","49","2015-09-03"
"4835","Ruben","Frutos","Reponedor Part-Time","522.00","49","2021-10-05"
"4836","Marc","Santamaria","Encargado de almacén","2235.50","49","2025-02-13"
"4837","Caridad","Rivero","Auxiliar de Servicios","1425.97","49","2016-09-22"
"4838","Mohamed","Leon","Asistente de recursos humanos","2953.79","49","2018-07-23"
"4839","Agustín","Ocaña","Auxiliar de Servicios","1462.20","49","2016-05-26"
"4840","Valeria","Luque","Auxiliar de Servicios","1761.43","49","2015-10-10"
"4841","Elpidio","Ferrándiz","Reponedor","1237.80","49","2020-03-06"
"4842","Maricela","Pedraza","Encargado de almacén","2296.16","49","2022-04-09"
"4843","Marcio","Moraleda","Reponedor","1747.93","49","2020-12-18"
"4844","Pancho","Pedrosa","Auxiliar de Servicios Part-Time","522.00","49","2018-07-31"
"4845","Manuelita","Cruz","Reponedor","1669.41","49","2021-04-19"
"4846","Marisela","Chaves","Encargado de almacén","1967.18","49","2022-02-19"
"4847","Irene","Prats","Auxiliar de Servicios Part-Time","522.00","49","2024-04-10"
"4848","Herberto","Peinado","Reponedor","1703.23","49","2019-05-18"
"4849","Liliana","Salvà","Encargado de almacén","1994.91","49","2017-11-12"
"4850","Gervasio","Ortega","Encargado de almacén","1937.04","49","2022-08-18"
"4851","Herminio","Tur","Encargado de cajas","2291.18","49","2015-03-23"
"4852","Mirta","Amor","Auxiliar de Servicios","1269.42","49","2021-02-11"
"4853","Pío","Almazán","Encargado de cajas","2056.31","49","2018-04-23"
"4854","Samuel","Tamarit","Auxiliar de Servicios Part-Time","522.00","49","2021-01-09"
"4855","Miguel Ángel","Diego","Encargado de almacén","2129.83","49","2021-12-12"
"4856","Flor","Vives","Reponedor Part-Time","522.00","49","2022-03-26"
"4857","Encarnita","Teruel","Auxiliar de Servicios","1687.89","49","2018-11-18"
"4858","Eustaquio","Chacón","Reponedor","1251.12","49","2019-09-11"
"4859","Alejandro","Moraleda","Auxiliar de Servicios Part-Time","522.00","49","2023-07-23"
"4860","Vilma","Barriga","Auxiliar de Servicios Part-Time","522.00","49","2015-10-20"
"4861","Daniela","Llorente","Reponedor","1669.16","49","2020-09-24"
"4862","Lope","Jordá","Reponedor","1200.84","49","2024-06-28"
"4863","Lucho","Castilla","Supervisor de tienda","3427.65","49","2016-09-30"
"4864","Carla","Ramirez","Encargado de almacén","2343.24","49","2020-12-19"
"4865","Moisés","Moliner","Encargado de cajas","2357.95","49","2015-10-31"
"4866","Josep","Pavón","Reponedor","1275.48","49","2016-07-07"
"4867","Josefina","Miralles","Encargado de cajas","2141.26","49","2025-01-08"
"4868","Juan Antonio","Pedrosa","Cajero Part-Time","522.00","49","2024-02-16"
"4869","María Pilar","Martin","Reponedor","1764.84","49","2023-10-27"
"4870","Felicia","Muñoz","Cajero","1362.55","49","2016-01-08"
"4871","Susanita","Moliner","Cajero","1712.55","49","2020-07-16"
"4872","Fabiola","Crespo","Supervisor de tienda","2961.38","49","2023-11-17"
"4873","Desiderio","Ramis","Cajero","1698.70","49","2016-08-10"
"4874","Pepito","Montenegro","Asistente de recursos humanos","2312.78","49","2016-09-01"
"4875","Nayara","Yuste","Encargado de almacén","1831.71","49","2023-08-21"
"4876","Emperatriz","Seguí","Cajero Part-Time","522.00","49","2022-04-24"
"4877","Perla","Arcos","Cajero Part-Time","522.00","49","2022-03-22"
"4878","Dionisia","Codina","Asistente de recursos humanos","2501.93","49","2018-06-01"
"4879","Roberta","Palau","Asistente de recursos humanos","2822.83","49","2024-01-01"
"4880","Rosalía","Mateos","Reponedor","1775.14","49","2022-02-01"
"4881","Estefanía","Olmo","Cajero Part-Time","522.00","49","2015-12-23"
"4882","Fernanda","Salgado","Cajero","1787.62","49","2021-04-29"
"4883","Borja","Ferrándiz","Cajero","1788.88","49","2021-07-07"
"4884","Benita","Daza","Auxiliar de Servicios","1628.94","49","2019-09-10"
"4885","Nazaret","Agullo","Encargado de cajas","2127.96","49","2018-10-10"
"4886","Isaura","Navarrete","Auxiliar de Servicios Part-Time","522.00","49","2016-04-25"
"4887","Celia","Molins","Reponedor","1222.14","49","2024-08-20"
"4888","Hipólito","Tenorio","Reponedor","1440.66","49","2024-11-17"
"4889","Melisa","Guardia","Auxiliar de Servicios","1318.88","49","2017-03-24"
"4890","Che","Pagès","Cajero","1759.19","49","2016-12-18"
"4891","Rubén","Vélez","Encargado de almacén","2034.60","49","2020-11-29"
"4892","Rosa María","Solera","Gerente de tienda","5133.75","49","2022-01-21"
"4893","Juan José","Puig","Reponedor","1593.12","49","2017-08-23"
"4894","Ángela","Guerra","Encargado de almacén","2499.33","49","2019-10-30"
"4895","Dulce","Cuadrado","Encargado de cajas","2327.97","49","2020-04-26"
"4896","Marianela","Larrañaga","Cajero","1619.54","49","2020-01-28"
"4897","Felisa","Villena","Encargado de almacén","2236.65","49","2024-02-05"
"4898","Octavia","Sanmiguel","Encargado de cajas","2049.72","49","2021-05-10"
"4899","Florentina","Ros","Reponedor","1379.09","49","2017-02-24"
"4900","Vito","Heras","Cajero","1698.48","49","2018-03-11"
"4901","Carmela","Villanueva","Encargado de almacén","2013.22","49","2019-12-14"
"4902","Tere","Capdevila","Cajero Part-Time","522.00","49","2021-08-31"
"4903","Bernardino","Alberdi","Encargado de almacén","2379.14","49","2020-05-19"
"4904","Paca","Vilar","Auxiliar de Servicios Part-Time","522.00","49","2019-06-23"
"4905","Eduardo","Pujol","Reponedor Part-Time","522.00","49","2019-04-26"
"4906","Vito","Rivero","Auxiliar de Servicios Part-Time","522.00","49","2017-12-23"
"4907","Abril","Montes","Gerente de tienda","5699.19","49","2019-06-25"
"4908","Che","Gilabert","Asistente de recursos humanos","2440.11","49","2019-06-18"
"4909","Renata","Iniesta","Cajero","1790.27","49","2023-11-07"
"4910","Aurelia","Andres","Encargado de cajas","1940.66","49","2016-01-28"
"4911","Brunilda","Uriarte","Reponedor","1408.18","49","2020-08-15"
"4912","José","Goñi","Reponedor Part-Time","522.00","49","2019-10-30"
"4913","Roberta","Cortés","Encargado de cajas","2167.67","49","2024-09-29"
"4914","Lucho","Mariño","Encargado de almacén","2137.57","49","2018-11-17"
"4915","Fortunato","Julián","Encargado de cajas","2223.85","49","2016-03-18"
"4916","Lilia","Almansa","Reponedor","1550.21","49","2020-07-20"
"4917","Andrés Felipe","Roselló","Encargado de cajas","1877.52","49","2023-06-21"
"4918","Emperatriz","Romeu","Auxiliar de Servicios","1242.14","49","2023-12-22"
"4919","Lucía","Chaves","Cajero","1508.62","49","2017-01-11"
"4920","Arturo","Sanjuan","Asistente de recursos humanos","2492.25","49","2022-02-08"
"4921","Amílcar","Daza","Encargado de cajas","2041.40","49","2019-05-16"
"4922","Luis Miguel","Sevillano","Encargado de cajas","1812.68","49","2024-12-11"
"4923","Oriana","Santos","Reponedor","1432.63","49","2019-01-26"
"4924","Adriana","Osuna","Reponedor","1587.62","49","2023-02-21"
"4925","Luciano","Andreu","Cajero","1448.37","49","2023-11-07"
"4926","Wilfredo","Cerezo","Encargado de almacén","2251.12","49","2017-06-11"
"4927","Basilio","Narváez","Reponedor","1579.26","49","2024-05-12"
"4928","Ester","Gimeno","Reponedor Part-Time","522.00","49","2020-06-30"
"4929","Leandra","Barceló","Asistente de recursos humanos","2860.96","49","2018-09-15"
"4930","Emiliana","Pelayo","Auxiliar de Servicios","1740.81","49","2016-06-04"
"4931","Héctor","Capdevila","Cajero Part-Time","522.00","49","2024-07-29"
"4932","Eusebia","Moya","Encargado de cajas","2238.16","49","2020-10-12"
"4933","Aitana","Montero","Cajero Part-Time","522.00","49","2021-09-04"
"4934","Crescencia","Pereira","Asistente de recursos humanos","2318.72","49","2024-02-14"
"4935","Febe","Barreda","Reponedor","1536.07","49","2017-06-03"
"4936","Pánfilo","Tirado","Encargado de almacén","1934.05","49","2023-02-04"
"4937","Virginia","Pavón","Reponedor","1414.53","49","2019-03-23"
"4938","Luna","Arce","Asistente de recursos humanos","2829.06","49","2022-04-07"
"4939","Manola","Mayoral","Asistente de recursos humanos","2812.10","49","2021-10-07"
"4940","Amor","Huerta","Asistente de recursos humanos","2231.48","49","2024-04-29"
"4941","Soledad","Busquets","Reponedor","1633.00","49","2015-03-24"
"4942","Noemí","Benavent","Auxiliar de Servicios","1511.53","49","2021-10-12"
"4943","Manolo","Llopis","Encargado de cajas","2416.19","49","2018-01-22"
"4944","Ricardo","Cuenca","Auxiliar de Servicios Part-Time","522.00","49","2023-05-27"
"4945","Delia","Huerta","Cajero Part-Time","522.00","49","2020-06-13"
"4946","Danilo","Roma","Auxiliar de Servicios","1570.13","49","2018-04-19"
"4947","Custodia","Ledesma","Encargado de cajas","2218.99","49","2015-09-16"
"4948","Adrián","Falcó","Asistente de recursos humanos","2303.22","49","2017-12-15"
"4949","Severino","Blanca","Encargado de almacén","2264.05","49","2020-02-28"
"4950","Eliana","Luz","Encargado de almacén","2409.70","49","2024-06-26"
"4951","Luz","Reina","Encargado de almacén","1898.24","49","2021-01-20"
"4952","Verónica","Mendoza","Encargado de almacén","1933.41","49","2015-11-19"
"4953","Lorenzo","Olivares","Auxiliar de Servicios","1235.88","49","2016-12-12"
"4954","Ruperto","Piña","Supervisor de tienda","2936.99","49","2015-12-28"
"4955","Balduino","Arnau","Auxiliar de Servicios","1312.42","49","2017-01-10"
"4956","Noé","Villalonga","Cajero Part-Time","522.00","49","2025-01-30"
"4957","Graciela","Nadal","Auxiliar de Servicios","1294.91","49","2023-07-12"
"4958","Adela","Seco","Asistente de recursos humanos","2360.05","49","2017-11-24"
"4959","Leopoldo","Llorente","Asistente de recursos humanos","2397.26","49","2021-03-05"
"4960","Judith","Acosta","Reponedor","1775.35","49","2023-03-29"
"4961","Noa","Prado","Reponedor","1550.89","49","2016-04-18"
"4962","Aroa","Reina","Encargado de cajas","2042.35","49","2021-07-14"
"4963","Estela","Galán","Gerente de tienda","4365.31","49","2020-10-04"
"4964","Jacinta","Fabregat","Auxiliar de Servicios","1397.86","49","2021-02-12"
"4965","Pilar","Arellano","Asistente de recursos humanos","2381.23","50","2016-06-04"
"4966","Constanza","Alonso","Reponedor","1321.59","50","2019-03-23"
"4967","Anastasia","Castellanos","Reponedor","1713.33","50","2016-10-20"
"4968","Jafet","Parra","Asistente de recursos humanos","2923.05","50","2018-05-30"
"4969","Sosimo","Abad","Cajero Part-Time","522.00","50","2022-12-17"
"4970","Bernardino","Tenorio","Auxiliar de Servicios Part-Time","522.00","50","2024-12-03"
"4971","Ricarda","Benet","Auxiliar de Servicios Part-Time","522.00","50","2021-03-01"
"4972","Cipriano","Pou","Auxiliar de Servicios","1388.48","50","2017-05-06"
"4973","Tristán","Merino","Auxiliar de Servicios","1453.06","50","2022-03-05"
"4974","Felipa","Cervera","Reponedor","1437.06","50","2018-03-05"
"4975","Antonia","Sola","Auxiliar de Servicios","1609.51","50","2023-09-14"
"4976","Melisa","Pinilla","Encargado de cajas","2006.91","50","2021-01-06"
"4977","Hugo","Clemente","Asistente de recursos humanos","2352.52","50","2024-05-18"
"4978","Luís","Ledesma","Auxiliar de Servicios","1687.42","50","2021-04-18"
"4979","Ema","Luna","Encargado de almacén","1995.44","50","2019-10-08"
"4980","María Pilar","Morcillo","Cajero","1302.22","50","2022-06-29"
"4981","Salomé","Ropero","Cajero Part-Time","522.00","50","2019-01-04"
"4982","Bernardita","Real","Auxiliar de Servicios Part-Time","522.00","50","2015-06-22"
"4983","Victorino","Solera","Auxiliar de Servicios","1709.50","50","2018-12-12"
"4984","Octavio","Egea","Auxiliar de Servicios","1682.21","50","2017-07-22"
"4985","Rico","Leal","Reponedor Part-Time","522.00","50","2018-04-21"
"4986","Donato","Porta","Supervisor de tienda","2771.99","50","2024-02-24"
"4987","Leopoldo","Hernando","Auxiliar de Servicios Part-Time","522.00","50","2022-01-19"
"4988","Paco","Goñi","Cajero","1659.58","50","2019-01-30"
"4989","Eusebio","Farré","Cajero","1237.57","50","2023-12-07"
"4990","Osvaldo","Lasa","Cajero","1234.36","50","2017-12-24"
"4991","Pablo","Clemente","Cajero Part-Time","522.00","50","2018-07-16"
"4992","Haydée","Cañellas","Cajero","1215.90","50","2020-06-01"
"4993","Rosario","Requena","Reponedor","1586.68","50","2018-06-26"
"4994","Rogelio","Alberto","Asistente de recursos humanos","2511.40","50","2023-03-13"
"4995","Violeta","Rey","Reponedor","1793.16","50","2022-04-18"
"4996","Federico","Bermúdez","Auxiliar de Servicios","1265.57","50","2016-10-24"
"4997","Nicolás","Haro","Cajero","1791.07","50","2016-12-06"
"4998","Eligia","Pastor","Asistente de recursos humanos","2061.29","50","2024-09-04"
"4999","Jacobo","Rueda","Cajero Part-Time","522.00","50","2017-04-20"
"5000","Victor","Barragán","Cajero","1711.75","50","2018-01-09"
"5001","Balduino","Cortina","Cajero","1311.74","50","2018-03-15"
"5002","Jacinta","Pinedo","Asistente de recursos humanos","2819.74","50","2020-09-08"
"5003","Lupita","Ojeda","Gerente de tienda","4771.90","50","2015-11-27"
"5004","Mateo","Portero","Asistente de recursos humanos","2775.64","50","2016-05-02"
"5005","Olga","Riera","Auxiliar de Servicios","1317.61","50","2023-11-07"
"5006","Hilda","Giralt","Cajero Part-Time","522.00","50","2016-06-01"
"5007","Angélica","Abril","Cajero Part-Time","522.00","50","2018-11-19"
"5008","Marisa","Benet","Encargado de almacén","1871.25","50","2021-12-07"
"5009","Bartolomé","Ferrer","Encargado de cajas","1851.57","50","2018-05-20"
"5010","Inés","Rivas","Auxiliar de Servicios Part-Time","522.00","50","2023-09-12"
"5011","Itziar","Español","Asistente de recursos humanos","2186.99","50","2016-05-05"
"5012","Anselma","Navas","Auxiliar de Servicios","1780.99","50","2023-04-14"
"5013","Florencio","Planas","Encargado de almacén","2470.30","50","2017-03-20"
"5014","Amada","Royo","Encargado de cajas","2142.85","50","2024-10-08"
"5015","Nico","Montes","Auxiliar de Servicios","1638.12","50","2018-04-05"
"5016","Esperanza","Gascón","Encargado de cajas","2260.44","50","2018-02-21"
"5017","Eleuterio","Cuesta","Encargado de cajas","2072.37","50","2020-07-01"
"5018","Luís","Montalbán","Asistente de recursos humanos","2243.98","50","2023-03-23"
"5019","Juan Antonio","Arjona","Auxiliar de Servicios","1715.50","50","2022-05-09"
"5020","Eulalia","Sotelo","Auxiliar de Servicios","1241.81","50","2020-10-24"
"5021","Calixto","Cuéllar","Reponedor","1540.36","50","2023-11-11"
"5022","Obdulia","Cárdenas","Auxiliar de Servicios Part-Time","522.00","50","2017-05-08"
"5023","Inés","Castillo","Cajero Part-Time","522.00","50","2022-08-18"
"5024","Aitor","Girona","Encargado de cajas","2155.31","50","2016-12-30"
"5025","José Antonio","Alegria","Encargado de cajas","2108.86","50","2024-05-15"
"5026","Agapito","Coello","Encargado de almacén","2484.57","50","2021-01-06"
"5027","Carlito","Ruano","Auxiliar de Servicios","1564.93","50","2024-04-05"
"5028","Luciano","Araujo","Encargado de cajas","2178.91","50","2020-11-28"
"5029","Vinicio","Salvà","Cajero","1689.72","50","2015-11-11"
"5030","Abilio","Valle","Reponedor Part-Time","522.00","50","2025-03-08"
"5031","Eliseo","Ribes","Cajero","1526.32","50","2021-05-06"
"5032","Oriana","Carbonell","Auxiliar de Servicios Part-Time","522.00","50","2021-09-13"
"5033","Pastora","Muñoz","Cajero","1405.87","50","2018-01-14"
"5034","Camilo","Rosado","Encargado de almacén","2430.47","50","2021-11-03"
"5035","Angelina","Perales","Cajero","1495.52","50","2016-10-23"
"5036","Armando","Checa","Asistente de recursos humanos","2474.33","50","2021-12-26"
"5037","Calixta","Riba","Reponedor","1571.78","50","2020-09-10"
"5038","Marcelo","Ricart","Asistente de recursos humanos","2971.93","50","2023-07-13"
"5039","Mohamed","Monreal","Encargado de almacén","2404.92","50","2017-07-21"
"5040","Marino","Villa","Auxiliar de Servicios","1562.15","50","2021-12-25"
"5041","Rufino","Abella","Auxiliar de Servicios","1583.75","50","2018-11-10"
"5042","Adelaida","Bustos","Cajero Part-Time","522.00","50","2018-07-05"
"5043","Rico","Amorós","Auxiliar de Servicios Part-Time","522.00","50","2015-06-08"
"5044","Gerónimo","Mayol","Encargado de almacén","2038.23","50","2017-11-19"
"5045","Eufemia","Ariza","Auxiliar de Servicios","1256.16","50","2021-08-24"
"5046","Cintia","Zapata","Asistente de recursos humanos","2553.70","50","2018-12-31"
"5047","Anastasia","Caballero","Auxiliar de Servicios Part-Time","522.00","50","2022-08-16"
"5048","Anastasio","Márquez","Asistente de recursos humanos","2217.89","50","2023-01-01"
"5049","Fabiana","Palau","Encargado de cajas","2343.34","50","2016-06-11"
"5050","Geraldo","Peralta","Cajero","1510.57","50","2020-04-26"
"5051","Eliseo","Mateo","Auxiliar de Servicios","1354.94","50","2015-08-28"
"5052","Ciríaco","Cabrera","Reponedor Part-Time","522.00","50","2024-02-08"
"5053","Azucena","Olmedo","Encargado de cajas","1814.37","50","2020-01-04"
"5054","Marisol","Araujo","Reponedor","1628.64","50","2020-02-26"
"5055","Luis Miguel","Guardia","Encargado de almacén","2039.78","50","2016-08-09"
"5056","Jordán","Cortés","Gerente de tienda","4278.30","50","2016-05-20"
"5057","Alba","Quiroga","Reponedor Part-Time","522.00","50","2024-08-09"
"5058","Rufina","Cabo","Cajero Part-Time","522.00","50","2017-10-19"
"5059","Plácido","Paniagua","Cajero","1443.90","50","2018-10-15"
"5060","Enrique","Ferrández","Cajero","1718.17","50","2016-10-28"
"5061","Brígida","Sola","Reponedor","1720.00","50","2022-12-30"
"5062","Salomón","Guijarro","Encargado de cajas","1835.85","50","2015-08-13"
"5063","Pío","Collado","Supervisor de tienda","3232.80","50","2017-01-08"
"5064","Juan Carlos","Pareja","Encargado de almacén","1880.53","50","2020-11-27"
"5065","Vanesa","Velasco","Encargado de almacén","1899.18","50","2024-10-20"
"5066","Primitivo","Trujillo","Gerente de tienda","4227.15","50","2019-12-29"
"5067","Cristóbal","Llobet","Encargado de cajas","2060.99","50","2022-08-13"
"5068","Ildefonso","Sabater","Reponedor","1402.20","50","2019-01-22"
"5069","Melchor","Requena","Asistente de recursos humanos","2054.24","50","2025-03-01"
"5070","Bruno","Tamarit","Encargado de cajas","2011.67","50","2016-12-03"
"5071","Ruperto","Cobo","Reponedor","1771.29","50","2020-02-06"
